date,hour,casual,member,total
2025-05-19,10,980,4796,5776
2025-05-19,11,1175,4843,6018
2025-05-19,12,1403,5678,7081
2025-05-19,13,1522,6046,7568
2025-05-19,14,1753,6855,8608
2025-05-19,15,1927,8046,9973
2025-05-19,16,2032,9608,11640
2025-05-19,17,2615,13641,16256
2025-05-19,18,2502,12674,15176
2025-05-19,19,1948,9150,11098
2025-05-19,20,1261,6414,7675
2025-05-19,21,860,4339,5199
2025-05-19,22,634,2893,3527
2025-05-19,23,413,1570,1983
2025-05-20,0,260,799,1059
2025-05-20,1,146,365,511
2025-05-20,2,79,241,320
2025-05-20,3,44,175,219
2025-05-20,4,66,286,352
2025-05-20,5,153,1238,1391
2025-05-20,6,389,3633,4022
2025-05-20,7,739,8094,8833
2025-05-20,8,1074,11946,13020
2025-05-20,9,1120,8034,9154
2025-05-20,10,1052,5428,6480
2025-05-20,11,1169,4906,6075
2025-05-20,12,1268,5697,6965
2025-05-20,13,1433,5888,7321
2025-05-20,14,1675,6967,8642
2025-05-20,15,2010,8113,10123
2025-05-20,16,2118,10410,12528
2025-05-20,17,2668,15330,17998
2025-05-20,18,2606,14086,16692
2025-05-20,19,2042,10081,12123
2025-05-20,20,1426,7179,8605
2025-05-20,21,1073,5074,6147
2025-05-20,22,884,3861,4745
2025-05-20,23,644,2337,2981
2025-05-21,0,405,1119,1524
2025-05-21,1,219,607,826
2025-05-21,2,109,324,433
2025-05-21,3,75,222,297
2025-05-21,4,62,282,344
2025-05-21,5,146,1132,1278
2025-05-21,6,345,3489,3834
2025-05-21,7,689,7178,7867
2025-05-21,8,941,10865,11806
2025-05-21,9,682,6788,7470
2025-05-21,10,270,2240,2510
2025-05-21,11,250,2151,2401
2025-05-21,12,441,3364,3805
2025-05-21,13,350,2924,3274
2025-05-21,14,672,4720,5392
2025-05-21,15,916,5785,6701
2025-05-21,16,1120,7175,8295
2025-05-21,17,1150,9532,10682
2025-05-21,18,1212,8746,9958
2025-05-21,19,769,5787,6556
2025-05-21,20,409,3329,3738
2025-05-21,21,377,2830,3207
2025-05-21,22,411,2332,2743
2025-05-21,23,635,2692,3327
2025-05-22,0,237,840,1077
2025-05-22,1,81,226,307
2025-05-22,2,25,100,125
2025-05-22,3,16,68,84
2025-05-22,4,19,100,119
2025-05-22,5,40,410,450
2025-05-22,6,108,1266,1374
2025-05-22,7,159,2194,2353
2025-05-22,8,303,3424,3727
2025-05-22,9,346,3585,3931
2025-05-22,10,377,3079,3456
2025-05-22,11,437,3108,3545
2025-05-22,12,561,3952,4513
2025-05-22,13,702,4405,5107
2025-05-22,14,828,5209,6037
2025-05-22,15,718,4484,5202
2025-05-22,16,386,3190,3576
2025-05-22,17,434,3742,4176
2025-05-22,18,392,3328,3720
2025-05-22,19,386,3187,3573
2025-05-22,20,313,2480,2793
2025-05-22,21,343,2487,2830
2025-05-22,22,463,2372,2835
2025-05-22,23,432,1821,2253
2025-05-23,0,289,1099,1388
2025-05-23,1,215,634,849
2025-05-23,2,147,356,503
2025-05-23,3,82,235,317
2025-05-23,4,90,309,399
2025-05-23,5,127,887,1014
2025-05-23,6,276,2427,2703
2025-05-23,7,581,4939,5520
2025-05-23,8,755,7230,7985
2025-05-23,9,659,5632,6291
2025-05-23,10,597,4089,4686
2025-05-23,11,866,4865,5731
2025-05-23,12,1128,5570,6698
2025-05-23,13,1335,6235,7570
2025-05-23,14,1558,7172,8730
2025-05-23,15,1825,8139,9964
2025-05-23,16,1968,8400,10368
2025-05-23,17,1853,8470,10323
2025-05-23,18,1759,7896,9655
2025-05-23,19,864,4271,5135
2025-05-23,20,619,3189,3808
2025-05-23,21,651,2644,3295
2025-05-23,22,799,2813,3612
2025-05-23,23,756,2299,3055
2025-05-24,0,523,1707,2230
2025-05-24,1,437,1183,1620
2025-05-24,2,342,838,1180
2025-05-24,3,240,547,787
2025-05-24,4,176,398,574
2025-05-24,5,128,420,548
2025-05-24,6,179,813,992
2025-05-24,7,292,1570,1862
2025-05-24,8,537,2596,3133
2025-05-24,9,1010,3928,4938
2025-05-24,10,1464,4987,6451
2025-05-24,11,1835,5760,7595
2025-05-24,12,2018,6113,8131
2025-05-24,13,2353,6484,8837
2025-05-24,14,2543,6452,8995
2025-05-24,15,2729,6768,9497
2025-05-24,16,2837,6744,9581
2025-05-24,17,2330,6194,8524
2025-05-24,18,2128,5936,8064
2025-05-24,19,1892,5336,7228
2025-05-24,20,1415,4066,5481
2025-05-24,21,1050,3273,4323
2025-05-24,22,1009,2797,3806
2025-05-24,23,966,2606,3572
2025-05-25,0,758,1812,2570
2025-05-25,1,485,1221,1706
2025-05-25,2,369,820,1189
2025-05-25,3,218,583,801
2025-05-25,4,224,421,645
2025-05-25,5,100,317,417
2025-05-25,6,178,739,917
2025-05-25,7,297,1279,1576
2025-05-25,8,567,2152,2719
2025-05-25,9,1018,3421,4439
2025-05-25,10,1535,4717,6252
2025-05-25,11,1990,5106,7096
2025-05-25,12,2331,5720,8051
2025-05-25,13,2715,6291,9006
2025-05-25,14,3066,6548,9614
2025-05-25,15,3025,6666,9691
2025-05-25,16,2925,6570,9495
2025-05-25,17,2704,6300,9004
2025-05-25,18,2607,6283,8890
2025-05-25,19,2374,5799,8173
2025-05-25,20,1564,4300,5864
2025-05-25,21,1164,3282,4446
2025-05-25,22,1109,2800,3909
2025-05-25,23,1142,2771,3913
2025-05-26,0,719,1692,2411
2025-05-26,1,465,980,1445
2025-05-26,2,273,561,834
2025-05-26,3,169,353,522
2025-05-26,4,175,307,482
2025-05-26,5,93,360,453
2025-05-26,6,213,854,1067
2025-05-26,7,359,1515,1874
2025-05-26,8,556,2356,2912
2025-05-26,9,1035,3681,4716
2025-05-26,10,1754,4846,6600
2025-05-26,11,2509,6066,8575
2025-05-26,12,3163,7072,10235
2025-05-26,13,3593,8067,11660
2025-05-26,14,3922,8045,11967
2025-05-26,15,3857,8257,12114
2025-05-26,16,3870,8329,12199
2025-05-26,17,3601,8278,11879
2025-05-26,18,3244,8157,11401
2025-05-26,19,2650,6876,9526
2025-05-26,20,1812,5493,7305
2025-05-26,21,1141,3589,4730
2025-05-26,22,903,2614,3517
2025-05-26,23,618,1910,2528
2025-05-27,0,372,998,1370
2025-05-27,1,252,487,739
2025-05-27,2,116,309,425
2025-05-27,3,63,195,258
2025-05-27,4,78,266,344
2025-05-27,5,148,1115,1263
2025-05-27,6,407,3599,4006
2025-05-27,7,750,7933,8683
2025-05-27,8,1101,11804,12905
2025-05-27,9,997,7739,8736
2025-05-27,10,1002,4977,5979
2025-05-27,11,1184,4836,6020
2025-05-27,12,1342,5454,6796
2025-05-27,13,1438,5783,7221
2025-05-27,14,1686,6823,8509
2025-05-27,15,1850,8234,10084
2025-05-27,16,2073,9955,12028
2025-05-27,17,2419,14809,17228
2025-05-27,18,2237,13498,15735
2025-05-27,19,1745,9659,11404
2025-05-27,20,1320,6722,8042
2025-05-27,21,967,4728,5695
2025-05-27,22,865,3694,4559
2025-05-27,23,782,2662,3444
2025-05-28,0,447,1178,1625
2025-05-28,1,248,557,805
2025-05-28,2,134,355,489
2025-05-28,3,76,204,280
2025-05-28,4,65,297,362
2025-05-28,5,139,1157,1296
2025-05-28,6,349,3648,3997
2025-05-28,7,719,8224,8943
2025-05-28,8,1079,12418,13497
2025-05-28,9,984,8298,9282
2025-05-28,10,885,5355,6240
2025-05-28,11,1045,5290,6335
2025-05-28,12,1025,5191,6216
2025-05-28,13,995,4853,5848
2025-05-28,14,896,4848,5744
2025-05-28,15,854,5032,5886
2025-05-28,16,666,4787,5453
2025-05-28,17,620,5450,6070
2025-05-28,18,524,4836,5360
2025-05-28,19,303,2568,2871
2025-05-28,20,183,2013,2196
2025-05-28,21,175,1558,1733
2025-05-28,22,123,917,1040
2025-05-28,23,148,879,1027
2025-05-29,0,142,596,738
2025-05-29,1,79,336,415
2025-05-29,2,54,183,237
2025-05-29,3,47,133,180
2025-05-29,4,50,208,258
2025-05-29,5,90,662,752
2025-05-29,6,177,2082,2259
2025-05-29,7,457,4889,5346
2025-05-29,8,640,7845,8485
2025-05-29,9,630,6437,7067
2025-05-29,10,689,4559,5248
2025-05-29,11,932,4584,5516
2025-05-29,12,1002,5201,6203
2025-05-29,13,1175,5567,6742
2025-05-29,14,1383,6487,7870
2025-05-29,15,1634,7658,9292
2025-05-29,16,1799,9444,11243
2025-05-29,17,2333,13884,16217
2025-05-29,18,2643,13515,16158
2025-05-29,19,2172,10502,12674
2025-05-29,20,1597,7291,8888
2025-05-29,21,1129,5258,6387
2025-05-29,22,1290,4753,6043
2025-05-29,23,1009,3393,4402
2025-05-30,0,689,1806,2495
2025-05-30,1,351,996,1347
2025-05-30,2,255,568,823
2025-05-30,3,142,368,510
2025-05-30,4,120,404,524
2025-05-30,5,182,1049,1231
2025-05-30,6,375,3041,3416
2025-05-30,7,722,6337,7059
2025-05-30,8,1047,9350,10397
2025-05-30,9,1039,7133,8172
2025-05-30,10,1176,5664,6840
2025-05-30,11,1423,5983,7406
2025-05-30,12,1733,6581,8314
2025-05-30,13,2119,7358,9477
2025-05-30,14,2367,8250,10617
2025-05-30,15,2711,9675,12386
2025-05-30,16,2781,10796,13577
2025-05-30,17,2930,12582,15512
2025-05-30,18,2845,11739,14584
2025-05-30,19,2434,9072,11506
2025-05-30,20,1756,6525,8281
2025-05-30,21,1284,4622,5906
2025-05-30,22,1146,4026,5172
2025-05-30,23,952,3065,4017
2025-05-31,0,527,1727,2254
2025-05-31,1,194,649,843
2025-05-31,2,60,306,366
2025-05-31,3,164,455,619
2025-05-31,4,124,311,435
2025-05-31,5,103,286,389
2025-05-31,6,192,836,1028
2025-05-31,7,346,1795,2141
2025-05-31,8,708,3095,3803
2025-05-31,9,1068,4540,5608
2025-05-31,10,1423,5848,7271
2025-05-31,11,2141,7414,9555
2025-05-31,12,2703,8400,11103
2025-05-31,13,3079,9075,12154
2025-05-31,14,3325,9582,12907
2025-05-31,15,3251,8450,11701
2025-05-31,16,2897,8331,11228
2025-05-31,17,3033,8895,11928
2025-05-31,18,3008,8535,11543
2025-05-31,19,2838,8002,10840
2025-05-31,20,1874,5495,7369
2025-05-31,21,1249,3701,4950
2025-05-31,22,1151,3966,5117
2025-05-31,23,1238,3512,4750
2025-06-01,0,893,2419,3312
2025-06-01,1,576,1572,2148
2025-06-01,2,386,1041,1427
2025-06-01,3,298,613,911
2025-06-01,4,200,461,661
2025-06-01,5,127,409,536
2025-06-01,6,191,786,977
2025-06-01,7,386,1585,1971
2025-06-01,8,649,2710,3359
2025-06-01,9,1052,4324,5376
2025-06-01,10,1584,5749,7333
2025-06-01,11,2067,6892,8959
2025-06-01,12,2668,7902,10570
2025-06-01,13,2949,8425,11374
2025-06-01,14,3143,8739,11882
2025-06-01,15,3166,8703,11869
2025-06-01,16,2852,8385,11237
2025-06-01,17,2619,8164,10783
2025-06-01,18,2376,7774,10150
2025-06-01,19,1938,6363,8301
2025-06-01,20,1532,5036,6568
2025-06-01,21,1048,3664,4712
2025-06-01,22,800,2781,3581
2025-06-01,23,571,1621,2192
2025-06-02,0,359,980,1339
2025-06-02,1,212,502,714
2025-06-02,2,126,269,395
2025-06-02,3,79,185,264
2025-06-02,4,86,308,394
2025-06-02,5,153,1141,1294
2025-06-02,6,352,3337,3689
2025-06-02,7,705,7333,8038
2025-06-02,8,1052,11148,12200
2025-06-02,9,974,7219,8193
2025-06-02,10,993,4766,5759
2025-06-02,11,1123,4847,5970
2025-06-02,12,1392,5454,6846
2025-06-02,13,1524,6032,7556
2025-06-02,14,1688,6853,8541
2025-06-02,15,1957,8072,10029
2025-06-02,16,2109,10004,12113
2025-06-02,17,2742,14615,17357
2025-06-02,18,2615,13530,16145
2025-06-02,19,2041,9602,11643
2025-06-02,20,1494,7010,8504
2025-06-02,21,1040,4756,5796
2025-06-02,22,875,3195,4070
2025-06-02,23,608,1965,2573
2025-06-03,0,388,1057,1445
2025-06-03,1,199,560,759
2025-06-03,2,120,278,398
2025-06-03,3,88,193,281
2025-06-03,4,67,287,354
2025-06-03,5,169,1272,1441
2025-06-03,6,390,3936,4326
2025-06-03,7,788,8426,9214
2025-06-03,8,1284,13162,14446
2025-06-03,9,1184,8621,9805
2025-06-03,10,998,5696,6694
2025-06-03,11,1307,5543,6850
2025-06-03,12,1382,6093,7475
2025-06-03,13,1561,6522,8083
2025-06-03,14,1777,7356,9133
2025-06-03,15,2064,8476,10540
2025-06-03,16,2336,10747,13083
2025-06-03,17,3096,16354,19450
2025-06-03,18,3103,14972,18075
2025-06-03,19,2285,10584,12869
2025-06-03,20,1717,7886,9603
2025-06-03,21,1353,5613,6966
2025-06-03,22,1083,4265,5348
2025-06-03,23,777,2535,3312
2025-06-04,0,494,1311,1805
2025-06-04,1,236,607,843
2025-06-04,2,137,375,512
2025-06-04,3,72,231,303
2025-06-04,4,76,304,380
2025-06-04,5,181,1238,1419
2025-06-04,6,488,3911,4399
2025-06-04,7,933,8503,9436
2025-06-04,8,1432,13576,15008
2025-06-04,9,1216,9039,10255
2025-06-04,10,1180,6213,7393
2025-06-04,11,1251,5815,7066
2025-06-04,12,1474,6494,7968
2025-06-04,13,1521,6884,8405
2025-06-04,14,1893,7684,9577
2025-06-04,15,2224,8722,10946
2025-06-04,16,2423,10947,13370
2025-06-04,17,3366,16812,20178
2025-06-04,18,3337,15865,19202
2025-06-04,19,2690,11463,14153
2025-06-04,20,2081,8387,10468
2025-06-04,21,1687,6679,8366
2025-06-04,22,1364,5269,6633
2025-06-04,23,1024,3264,4288
2025-06-05,0,655,1687,2342
2025-06-05,1,358,859,1217
2025-06-05,2,207,476,683
2025-06-05,3,148,317,465
2025-06-05,4,115,349,464
2025-06-05,5,194,1231,1425
2025-06-05,6,449,3687,4136
2025-06-05,7,790,7114,7904
2025-06-05,8,1331,11880,13211
2025-06-05,9,1265,9055,10320
2025-06-05,10,1176,6282,7458
2025-06-05,11,1425,5963,7388
2025-06-05,12,1687,6620,8307
2025-06-05,13,1768,6787,8555
2025-06-05,14,2071,7075,9146
2025-06-05,15,2082,8147,10229
2025-06-05,16,2552,10352,12904
2025-06-05,17,3190,15480,18670
2025-06-05,18,3359,14748,18107
2025-06-05,19,2774,10958,13732
2025-06-05,20,2038,8267,10305
2025-06-05,21,1777,6205,7982
2025-06-05,22,1728,5188,6916
2025-06-05,23,1471,3839,5310
2025-06-06,0,1016,2213,3229
2025-06-06,1,502,1199,1701
2025-06-06,2,294,678,972
2025-06-06,3,183,388,571
2025-06-06,4,144,434,578
2025-06-06,5,208,1113,1321
2025-06-06,6,487,3279,3766
2025-06-06,7,875,6306,7181
2025-06-06,8,1413,9524,10937
2025-06-06,9,1336,7971,9307
2025-06-06,10,1438,6144,7582
2025-06-06,11,1730,6416,8146
2025-06-06,12,2115,7264,9379
2025-06-06,13,2498,7430,9928
2025-06-06,14,2498,8175,10673
2025-06-06,15,2859,9339,12198
2025-06-06,16,3109,10932,14041
2025-06-06,17,3327,12571,15898
2025-06-06,18,2890,11236,14126
2025-06-06,19,2869,9429,12298
2025-06-06,20,2252,7122,9374
2025-06-06,21,1812,5527,7339
2025-06-06,22,2073,5268,7341
2025-06-06,23,2025,4670,6695
2025-06-07,0,1811,3470,5281
2025-06-07,1,1248,2305,3553
2025-06-07,2,978,1646,2624
2025-06-07,3,602,1067,1669
2025-06-07,4,382,632,1014
2025-06-07,5,203,563,766
2025-06-07,6,328,1244,1572
2025-06-07,7,609,2379,2988
2025-06-07,8,950,3778,4728
2025-06-07,9,1344,5304,6648
2025-06-07,10,1493,5372,6865
2025-06-07,11,2089,7086,9175
2025-06-07,12,2425,7256,9681
2025-06-07,13,1199,4037,5236
2025-06-07,14,536,2129,2665
2025-06-07,15,1383,4801,6184
2025-06-07,16,2190,6452,8642
2025-06-07,17,2608,7448,10056
2025-06-07,18,1688,5622,7310
2025-06-07,19,1838,5773,7611
2025-06-07,20,1933,5257,7190
2025-06-07,21,1581,4465,6046
2025-06-07,22,1541,4022,5563
2025-06-07,23,1603,3647,5250
2025-06-08,0,1441,3051,4492
2025-06-08,1,1030,2196,3226
2025-06-08,2,743,1505,2248
2025-06-08,3,560,939,1499
2025-06-08,4,272,599,871
2025-06-08,5,171,445,616
2025-06-08,6,257,801,1058
2025-06-08,7,437,1576,2013
2025-06-08,8,728,2916,3644
2025-06-08,9,1361,4615,5976
2025-06-08,10,2013,6385,8398
2025-06-08,11,2656,7591,10247
2025-06-08,12,3184,8534,11718
2025-06-08,13,3622,9084,12706
2025-06-08,14,3733,8904,12637
2025-06-08,15,4008,9859,13867
2025-06-08,16,3353,8725,12078
2025-06-08,17,2215,6950,9165
2025-06-08,18,1941,6607,8548
2025-06-08,19,1935,6015,7950
2025-06-08,20,1428,4853,6281
2025-06-08,21,1137,3542,4679
2025-06-08,22,1077,2908,3985
2025-06-08,23,799,2058,2857
2025-06-09,0,462,1144,1606
2025-06-09,1,242,558,800
2025-06-09,2,139,308,447
2025-06-09,3,99,241,340
2025-06-09,4,106,323,429
2025-06-09,5,172,1166,1338
2025-06-09,6,331,2978,3309
2025-06-09,7,649,6521,7170
2025-06-09,8,980,9615,10595
2025-06-09,9,688,5422,6110
2025-06-09,10,379,2748,3127
2025-06-09,11,697,3673,4370
2025-06-09,12,940,4716,5656
2025-06-09,13,1041,4994,6035
2025-06-09,14,1309,5989,7298
2025-06-09,15,1551,7132,8683
2025-06-09,16,934,4900,5834
2025-06-09,17,2353,13824,16177
2025-06-09,18,1996,12209,14205
2025-06-09,19,1652,8988,10640
2025-06-09,20,1270,6559,7829
2025-06-09,21,938,4526,5464
2025-06-09,22,807,3326,4133
2025-06-09,23,602,2023,2625
2025-06-10,0,365,1051,1416
2025-06-10,1,179,485,664
2025-06-10,2,114,297,411
2025-06-10,3,60,214,274
2025-06-10,4,82,320,402
2025-06-10,5,185,1239,1424
2025-06-10,6,273,2823,3096
2025-06-10,7,497,5722,6219
2025-06-10,8,640,7090,7730
2025-06-10,9,721,6734,7455
2025-06-10,10,323,2698,3021
2025-06-10,11,363,2499,2862
2025-06-10,12,362,2449,2811
2025-06-10,13,881,4710,5591
2025-06-10,14,1301,6148,7449
2025-06-10,15,1481,7521,9002
2025-06-10,16,1848,9616,11464
2025-06-10,17,2525,15328,17853
2025-06-10,18,2703,14170,16873
2025-06-10,19,2362,10949,13311
2025-06-10,20,1773,7804,9577
2025-06-10,21,1362,5852,7214
2025-06-10,22,1171,4461,5632
2025-06-10,23,750,2662,3412
2025-06-11,0,531,1425,1956
2025-06-11,1,228,687,915
2025-06-11,2,126,419,545
2025-06-11,3,88,242,330
2025-06-11,4,93,373,466
2025-06-11,5,214,1266,1480
2025-06-11,6,461,3906,4367
2025-06-11,7,917,8317,9234
2025-06-11,8,1372,13017,14389
2025-06-11,9,1191,9117,10308
2025-06-11,10,1216,6218,7434
2025-06-11,11,1395,6243,7638
2025-06-11,12,1620,6895,8515
2025-06-11,13,1723,7097,8820
2025-06-11,14,1954,7798,9752
2025-06-11,15,2173,8699,10872
2025-06-11,16,2531,10828,13359
2025-06-11,17,3256,16674,19930
2025-06-11,18,3209,15386,18595
2025-06-11,19,2689,11504,14193
2025-06-11,20,2190,8842,11032
2025-06-11,21,1616,6537,8153
2025-06-11,22,1479,5220,6699
2025-06-11,23,1029,3268,4297
2025-06-12,0,639,1725,2364
2025-06-12,1,354,867,1221
2025-06-12,2,199,449,648
2025-06-12,3,105,283,388
2025-06-12,4,85,380,465
2025-06-12,5,186,1226,1412
2025-06-12,6,505,3788,4293
2025-06-12,7,906,7960,8866
2025-06-12,8,1408,12737,14145
2025-06-12,9,1243,9263,10506
2025-06-12,10,1240,6052,7292
2025-06-12,11,1467,6006,7473
2025-06-12,12,1666,6682,8348
2025-06-12,13,1729,6932,8661
2025-06-12,14,2090,7726,9816
2025-06-12,15,2346,8747,11093
2025-06-12,16,2634,10886,13520
2025-06-12,17,3375,15679,19054
2025-06-12,18,3234,14683,17917
2025-06-12,19,3000,11228,14228
2025-06-12,20,2159,8442,10601
2025-06-12,21,1814,6472,8286
2025-06-12,22,1592,5328,6920
2025-06-12,23,1169,3573,4742
2025-06-13,0,840,2056,2896
2025-06-13,1,496,1111,1607
2025-06-13,2,327,664,991
2025-06-13,3,167,434,601
2025-06-13,4,147,429,576
2025-06-13,5,214,1137,1351
2025-06-13,6,452,3183,3635
2025-06-13,7,835,6560,7395
2025-06-13,8,1265,9964,11229
2025-06-13,9,1216,7966,9182
2025-06-13,10,1303,6299,7602
2025-06-13,11,1736,6381,8117
2025-06-13,12,2003,7307,9310
2025-06-13,13,2236,7746,9982
2025-06-13,14,2375,8775,11150
2025-06-13,15,2695,9577,12272
2025-06-13,16,2949,11040,13989
2025-06-13,17,3305,13584,16889
2025-06-13,18,3352,12473,15825
2025-06-13,19,2997,9753,12750
2025-06-13,20,2321,7285,9606
2025-06-13,21,1782,5562,7344
2025-06-13,22,1578,4872,6450
2025-06-13,23,1581,4169,5750
2025-06-14,0,1254,3196,4450
2025-06-14,1,920,2204,3124
2025-06-14,2,738,1486,2224
2025-06-14,3,475,922,1397
2025-06-14,4,264,585,849
2025-06-14,5,133,448,581
2025-06-14,6,179,923,1102
2025-06-14,7,180,1083,1263
2025-06-14,8,418,2309,2727
2025-06-14,9,880,4115,4995
2025-06-14,10,897,4130,5027
2025-06-14,11,524,3078,3602
2025-06-14,12,479,2575,3054
2025-06-14,13,494,2785,3279
2025-06-14,14,557,2978,3535
2025-06-14,15,574,2808,3382
2025-06-14,16,705,3367,4072
2025-06-14,17,1247,5204,6451
2025-06-14,18,1462,5712,7174
2025-06-14,19,1497,5506,7003
2025-06-14,20,1336,4472,5808
2025-06-14,21,1106,3646,4752
2025-06-14,22,1087,3391,4478
2025-06-14,23,1094,3035,4129
2025-06-15,0,981,2431,3412
2025-06-15,1,665,1650,2315
2025-06-15,2,557,1130,1687
2025-06-15,3,338,735,1073
2025-06-15,4,232,472,704
2025-06-15,5,129,348,477
2025-06-15,6,204,725,929
2025-06-15,7,246,1312,1558
2025-06-15,8,373,1833,2206
2025-06-15,9,629,3038,3667
2025-06-15,10,1151,4817,5968
2025-06-15,11,1289,5230,6519
2025-06-15,12,1022,4441,5463
2025-06-15,13,1290,5061,6351
2025-06-15,14,1618,6058,7676
2025-06-15,15,1890,6471,8361
2025-06-15,16,1830,6833,8663
2025-06-15,17,1673,6438,8111
2025-06-15,18,1524,6189,7713
2025-06-15,19,970,4173,5143
2025-06-15,20,606,2943,3549
2025-06-15,21,571,2666,3237
2025-06-15,22,574,2140,2714
2025-06-15,23,499,1556,2055
2025-06-16,0,370,885,1255
2025-06-16,1,203,482,685
2025-06-16,2,114,275,389
2025-06-16,3,112,181,293
2025-06-16,4,94,314,408
2025-06-16,5,174,1138,1312
2025-06-16,6,340,3225,3565
2025-06-16,7,701,6626,7327
2025-06-16,8,903,9628,10531
2025-06-16,9,617,5532,6149
2025-06-16,10,594,3988,4582
2025-06-16,11,755,4239,4994
2025-06-16,12,857,4524,5381
2025-06-16,13,1007,4865,5872
2025-06-16,14,1403,6156,7559
2025-06-16,15,1628,7352,8980
2025-06-16,16,1827,9010,10837
2025-06-16,17,2199,13400,15599
2025-06-16,18,2131,12799,14930
2025-06-16,19,1856,9222,11078
2025-06-16,20,1346,6986,8332
2025-06-16,21,993,4444,5437
2025-06-16,22,490,2165,2655
2025-06-16,23,346,1448,1794
2025-06-17,0,212,875,1087
2025-06-17,1,148,475,623
2025-06-17,2,102,273,375
2025-06-17,3,51,185,236
2025-06-17,4,66,294,360
2025-06-17,5,102,905,1007
2025-06-17,6,256,2765,3021
2025-06-17,7,560,5983,6543
2025-06-17,8,885,9970,10855
2025-06-17,9,725,7024,7749
2025-06-17,10,711,4679,5390
2025-06-17,11,847,4780,5627
2025-06-17,12,1000,5388,6388
2025-06-17,13,1134,5783,6917
2025-06-17,14,1352,6282,7634
2025-06-17,15,1239,6144,7383
2025-06-17,16,1516,8245,9761
2025-06-17,17,2042,13532,15574
2025-06-17,18,2074,12998,15072
2025-06-17,19,1730,9569,11299
2025-06-17,20,1406,7389,8795
2025-06-17,21,1148,5379,6527
2025-06-17,22,946,4171,5117
2025-06-17,23,702,2523,3225
2025-06-18,0,393,1278,1671
2025-06-18,1,211,554,765
2025-06-18,2,143,384,527
2025-06-18,3,76,236,312
2025-06-18,4,92,320,412
2025-06-18,5,146,1005,1151
2025-06-18,6,346,3109,3455
2025-06-18,7,658,6509,7167
2025-06-18,8,1136,11129,12265
2025-06-18,9,1039,8414,9453
2025-06-18,10,1086,5717,6803
2025-06-18,11,1253,5866,7119
2025-06-18,12,1514,6574,8088
2025-06-18,13,1571,6734,8305
2025-06-18,14,1943,7677,9620
2025-06-18,15,2195,8404,10599
2025-06-18,16,2525,10529,13054
2025-06-18,17,3302,15363,18665
2025-06-18,18,3067,14705,17772
2025-06-18,19,2469,10960,13429
2025-06-18,20,1761,7454,9215
2025-06-18,21,1347,5697,7044
2025-06-18,22,1366,4910,6276
2025-06-18,23,1235,3477,4712
2025-06-19,0,855,2258,3113
2025-06-19,1,521,1290,1811
2025-06-19,2,306,755,1061
2025-06-19,3,180,459,639
2025-06-19,4,203,490,693
2025-06-19,5,196,940,1136
2025-06-19,6,336,2231,2567
2025-06-19,7,553,3631,4184
2025-06-19,8,919,5885,6804
2025-06-19,9,1384,6747,8131
2025-06-19,10,1695,7078,8773
2025-06-19,11,2265,7871,10136
2025-06-19,12,2665,8560,11225
2025-06-19,13,2155,6853,9008
2025-06-19,14,2259,7283,9542
2025-06-19,15,2737,8475,11212
2025-06-19,16,1796,6065,7861
2025-06-19,17,1986,8330,10316
2025-06-19,18,2376,9610,11986
2025-06-19,19,1004,4537,5541
2025-06-19,20,484,2779,3263
2025-06-19,21,780,3536,4316
2025-06-19,22,951,3468,4419
2025-06-19,23,997,2812,3809
2025-06-20,0,717,1710,2427
2025-06-20,1,457,987,1444
2025-06-20,2,266,612,878
2025-06-20,3,167,404,571
2025-06-20,4,152,432,584
2025-06-20,5,207,1058,1265
2025-06-20,6,461,2904,3365
2025-06-20,7,733,5387,6120
2025-06-20,8,1144,8318,9462
2025-06-20,9,1309,6924,8233
2025-06-20,10,1494,5966,7460
2025-06-20,11,1848,6493,8341
2025-06-20,12,2098,7347,9445
2025-06-20,13,2333,7815,10148
2025-06-20,14,2638,8479,11117
2025-06-20,15,2855,9201,12056
2025-06-20,16,2947,10400,13347
2025-06-20,17,3398,12028,15426
2025-06-20,18,3225,11284,14509
2025-06-20,19,2966,9364,12330
2025-06-20,20,2514,7176,9690
2025-06-20,21,1902,5481,7383
2025-06-20,22,1694,4964,6658
2025-06-20,23,1658,4164,5822
2025-06-21,0,1445,3104,4549
2025-06-21,1,1078,2144,3222
2025-06-21,2,751,1422,2173
2025-06-21,3,521,871,1392
2025-06-21,4,355,652,1007
2025-06-21,5,251,561,812
2025-06-21,6,317,1199,1516
2025-06-21,7,555,2300,2855
2025-06-21,8,1029,3730,4759
2025-06-21,9,1690,5546,7236
2025-06-21,10,2357,6989,9346
2025-06-21,11,3014,8056,11070
2025-06-21,12,3438,8439,11877
2025-06-21,13,3565,8552,12117
2025-06-21,14,3589,8152,11741
2025-06-21,15,3767,8181,11948
2025-06-21,16,3744,8252,11996
2025-06-21,17,3512,8233,11745
2025-06-21,18,3510,8115,11625
2025-06-21,19,3119,7242,10361
2025-06-21,20,2709,5965,8674
2025-06-21,21,1926,5016,6942
2025-06-21,22,2033,4706,6739
2025-06-21,23,2047,4112,6159
2025-06-22,0,1439,2992,4431
2025-06-22,1,1039,1927,2966
2025-06-22,2,772,1439,2211
2025-06-22,3,537,985,1522
2025-06-22,4,386,607,993
2025-06-22,5,210,496,706
2025-06-22,6,296,949,1245
2025-06-22,7,430,1540,1970
